Title,Artist,Year,Explicit,Styles,Languages,title_artist,synced
Heaven,Bryan Adams,1985,0,"Pop,Rock",English,heaven - bryan adams,1
Fields Of Gold,Eva Cassidy,1993,0,"Folk,Pop",English,fields of gold - eva cassidy,1
"Guitars, Cadillacs",Dwight Yoakam,1986,0,Country,English,"guitars, cadillacs - dwight yoakam",1
You Give Love a Bad Name,Bon Jovi,1986,0,"Hard/Metal,Rock",English,you give love a bad name - bon jovi,1
If I Could Turn Back Time,Cher,1989,0,"Pop,Rock",English,if i could turn back time - cher,1
The Bones,Maren Morris,2018,0,"Pop,Folk",English,the bones - maren morris,1
My Immortal,Evanescence,2003,0,Rock,English,my immortal - evanescence,1
Against All Odds (Take A Look At Me Now),Phil Collins,1984,0,"Love,Pop,Soft rock",English,against all odds (take a look at me now) - phil collins,1
American Pie,Don McLean,1971,0,"Folk,Rock",English,american pie - don mclean,1
I Hope You Dance,Lee Ann Womack,2000,0,"Country,Pop",English,i hope you dance - lee ann womack,1
Unforgettable,Nat King Cole,1951,0,"Jazz,Love",English,unforgettable - nat king cole,1
(You're the) Devil in Disguise,Elvis Presley,1968,0,"Rock 'n Roll,Oldies",English,(you're the) devil in disguise - elvis presley,1
Drift Away,Dobie Gray,1973,0,Soul,English,drift away - dobie gray,1
Budapest,George Ezra,2013,0,"Alternative,Folk,Soft rock",English,budapest - george ezra,1
Blackbird,The Beatles,1968,0,Folk,English,blackbird - the beatles,1
Kingston Town,UB40,1989,0,Reggae,English,kingston town - ub40,1
We Are Family,Sister Sledge,1979,0,Pop,English,we are family - sister sledge,1
Help!,The Beatles,1965,0,Pop,English,help! - the beatles,1
Feeling Good,Nina Simone,1965,0,"Jazz,Blues",English,feeling good - nina simone,1
Crying,Roy Orbison,1961,0,"Soft rock,Oldies",English,crying - roy orbison,1
Drinkin' Problem,Midland,2016,0,Country,English,drinkin' problem - midland,1
Sorry Seems To Be The Hardest Word,Elton John,1976,0,Soft rock,English,sorry seems to be the hardest word - elton john,1
Wild Horses,The Rolling Stones,1971,0,"Rock,Country",English,wild horses - the rolling stones,1
With A Little Help From My Friends,Joe Cocker,1970,0,Rock,English,with a little help from my friends - joe cocker,1
You're Still The One,Shania Twain,1997,0,"Country,Pop",English,you're still the one - shania twain,1
Who'll Stop The Rain,Creedence Clearwater Revival,1970,0,Rock,English,who'll stop the rain - creedence clearwater revival,1
A Thousand Miles,Vanessa Carlton,2002,0,"Pop,Soft rock",English,a thousand miles - vanessa carlton,1
Royals,Lorde,2013,0,"Pop,Alternative,Electro",English,royals - lorde,1
Tainted Love,Soft Cell,1981,0,80s,English,tainted love - soft cell,1
If You Could Read My Mind,Gordon Lightfoot,1969,0,Soft rock,English,if you could read my mind - gordon lightfoot,1
Any Man Of Mine,Shania Twain,1995,0,Country,English,any man of mine - shania twain,1
Idontwannabeyouanymore,Billie Eilish,2017,0,"Pop,Love",English,idontwannabeyouanymore - billie eilish,1
Maggie May,Rod Stewart,1971,0,"Rock,Folk",English,maggie may - rod stewart,1
Pride And Joy,Stevie Ray Vaughan,1983,0,"Blues,Rock",English,pride and joy - stevie ray vaughan,1
You're So Vain,Carly Simon,1972,0,Rock,English,you're so vain - carly simon,1
Karma Chameleon,Culture Club,1983,0,"80s,Rock",English,karma chameleon - culture club,1
Riptide,Vance Joy,2013,0,"Folk,Pop,Alternative",English,riptide - vance joy,1
Ain't Nobody,Chaka Khan,1983,0,"Pop,Soul,80s",English,ain't nobody - chaka khan,1
Just the Two of Us,Bill Withers,1980,0,"Soul,Funk",English,just the two of us - bill withers,1
Sucker,Jonas Brothers,2019,0,"Teen pop,Pop",English,sucker - jonas brothers,1
Rebel Yell,Billy Idol,1984,0,Rock,English,rebel yell - billy idol,1
Right Here Waiting,Richard Marx,1989,0,"Love,Soft rock",English,right here waiting - richard marx,1
Diamonds,Rihanna,2012,0,"Pop,Electro,Soul",English,diamonds - rihanna,1
Morning Has Broken,Cat Stevens,1971,0,"Folk,Christian",English,morning has broken - cat stevens,1
Mambo No. 5,Lou Bega,1999,0,"Pop,Latin",English,mambo no. 5 - lou bega,1
I'm on Fire,Bruce Springsteen,1984,0,"Rock,Blues",English,i'm on fire - bruce springsteen,1
Copacabana,Barry Manilow,1978,0,"Pop,Disco",English,copacabana - barry manilow,1
Hero,Enrique Iglesias,2001,0,Pop,English,hero - enrique iglesias,1
We've Only Just Begun,The Carpenters,1970,0,"Pop,Rock",English,we've only just begun - the carpenters,1
Hooked On A Feeling,Blue Swede,1974,0,"Pop,Rock",English,hooked on a feeling - blue swede,1
White Wedding,Billy Idol,1983,0,"Rock,80s",English,white wedding - billy idol,1
Faith,George Michael,1987,0,"Pop,Soft rock",English,faith - george michael,1
You Are The Sunshine Of My Life,Stevie Wonder,1973,0,"Soul,Pop",English,you are the sunshine of my life - stevie wonder,1
What The World Needs Now Is Love,Jackie DeShannon,1965,0,Soft rock,English,what the world needs now is love - jackie deshannon,1
The Lady In Red,Chris De Burgh,1986,0,"Pop,Soft rock",English,the lady in red - chris de burgh,1
Knockin' On Heaven's Door,Bob Dylan,1973,0,Rock,English,knockin' on heaven's door - bob dylan,1
Mr. Blue Sky,Electric Light Orchestra,1978,0,"Rock,Pop",English,mr. blue sky - electric light orchestra,1
Bring It On Home To Me,Sam Cooke,1961,0,"Soul,Love,Duet",English,bring it on home to me - sam cooke,1
Something To Talk About,Bonnie Raitt,1991,0,"Soft rock,Pop",English,something to talk about - bonnie raitt,1
Hound Dog,Elvis Presley,1956,0,"Oldies,Rock",English,hound dog - elvis presley,1
Radioactive,Imagine Dragons,2013,0,"Alternative,Rock,Electro",English,radioactive - imagine dragons,1
Castle on the Hill,Ed Sheeran,2017,0,"Pop,Rock",English,castle on the hill - ed sheeran,1
Call Me Maybe,Carly Rae Jepsen,2011,0,"Pop,Dance,Teen pop",English,call me maybe - carly rae jepsen,1
Crocodile Rock,Elton John,1972,0,Rock 'n Roll,English,crocodile rock - elton john,1
Black Magic Woman,Santana,1970,0,"Rock,Latin",English,black magic woman - santana,1
A Man Without Love,Engelbert Humperdinck,1968,0,"Pop,Love",English,a man without love - engelbert humperdinck,1
Smooth,Santana,1999,0,"Rock,Latin",English,smooth - santana,1
Take a Chance on Me,ABBA,1977,0,"Pop,Disco",English,take a chance on me - abba,1
You've Lost That Loving Feeling,The Righteous Brothers,1965,0,"Soul,Pop,Oldies,Love",English,you've lost that loving feeling - the righteous brothers,1
Yellow Submarine,The Beatles,1966,0,"Pop,Soft rock",English,yellow submarine - the beatles,1
Pour Some Sugar on Me,Def Leppard,1987,0,Hard/Metal,English,pour some sugar on me - def leppard,1
Amazing Grace,Elvis Presley,1971,0,"Gospel,Oldies",English,amazing grace - elvis presley,1
Born To Be Wild,Steppenwolf,1968,0,"Hard/Metal,Rock",English,born to be wild - steppenwolf,1
Against The Wind,Bob Seger,1980,0,"Rock,Pop",English,against the wind - bob seger,1
Long Train Runnin',The Doobie Brothers,1973,0,"Rock,Funk",English,long train runnin' - the doobie brothers,1
My Baby Just Cares For Me,Nina Simone,1955,0,"Jazz,Oldies",English,my baby just cares for me - nina simone,1
Rhiannon,Fleetwood Mac,1975,0,"Rock,Soft rock",English,rhiannon - fleetwood mac,1
I Think We're Alone Now,Tiffany,1987,0,"80s,Teen pop",English,i think we're alone now - tiffany,1
Mercy,Brett Young,2017,0,"Love,Country",English,mercy - brett young,1
Dance With My Father,Luther Vandross,2003,0,"R&B,Love",English,dance with my father - luther vandross,1
Let's Twist Again,Chubby Checker,1961,0,"Rock 'n Roll,Oldies",English,let's twist again - chubby checker,1
Will You Love Me Tomorrow,The Shirelles,1961,0,"Soul,Oldies",English,will you love me tomorrow - the shirelles,1
The Chain,Fleetwood Mac,1977,0,Rock,English,the chain - fleetwood mac,1
I Can Only Imagine,MercyMe,2001,0,"Christian,Soft rock",English,i can only imagine - mercyme,1
Don't Dream It's Over,Crowded House,1986,0,"Soft rock,Pop",English,don't dream it's over - crowded house,1
Behind Closed Doors,Charlie Rich,1973,0,"Country,Love",English,behind closed doors - charlie rich,1
Leaving On A Jet Plane,John Denver,1969,0,"Folk,Pop,Love",English,leaving on a jet plane - john denver,1
Turn Me On,Norah Jones,2002,0,"Blues,Jazz",English,turn me on - norah jones,1
Respect,Aretha Franklin,1967,0,Soul,English,respect - aretha franklin,1
Redemption Song,Bob Marley,1979,0,"Folk,Reggae",English,redemption song - bob marley,1
All About That Bass,Meghan Trainor,2014,1,"Pop,Soul",English,all about that bass - meghan trainor,1
My Sharona,The Knack,1979,0,Rock,English,my sharona - the knack,1
She's Got You,Patsy Cline,1962,0,"Soft rock,Country",English,she's got you - patsy cline,1
While My Guitar Gently Weeps,The Beatles,1968,0,"Rock,Blues",English,while my guitar gently weeps - the beatles,1
Blue,LeAnn Rimes,1996,0,Country,English,blue - leann rimes,1
Boogie Woogie Bugle Boy,The Andrews Sisters,1972,0,"Oldies,Jazz",English,boogie woogie bugle boy - the andrews sisters,1
What a Man Gotta Do,Jonas Brothers,2020,0,Pop,English,what a man gotta do - jonas brothers,1
Roxanne,The Police,1978,0,Rock,English,roxanne - the police,1
Poker Face,Lady Gaga,2008,0,"Dance,Pop",English,poker face - lady gaga,1
You Got It,Roy Orbison,1988,0,"Soft rock,Pop,Folk",English,you got it - roy orbison,1
Can't Take My Eyes Off You,Andy Williams,1968,0,Pop,English,can't take my eyes off you - andy williams,1
Lodi,Creedence Clearwater Revival,1969,0,"Rock,Country",English,lodi - creedence clearwater revival,1
The Great Pretender,The Platters,1955,0,"Oldies,Rock",English,the great pretender - the platters,1
Let's Dance,David Bowie,1982,0,"Pop,Rock",English,let's dance - david bowie,1
I Won't Back Down,Tom Petty,1989,0,"Rock,Pop",English,i won't back down - tom petty,1
"Ruby, Don't Take Your Love To Town",Kenny Rogers,1969,0,Country,English,"ruby, don't take your love to town - kenny rogers",1
Keep Your Hands To Yourself,The Georgia Satellites,1986,0,"Rock,Country",English,keep your hands to yourself - the georgia satellites,1
Before The Next Teardrop Falls,Freddy Fender,1975,0,Country,English,before the next teardrop falls - freddy fender,1
White Rabbit,Jefferson Airplane,1967,0,Rock,English,white rabbit - jefferson airplane,1
A Horse With No Name,America,1972,0,Rock,English,a horse with no name - america,1
Burning Love,Elvis Presley,1972,0,"Rock,Oldies",English,burning love - elvis presley,1
No Scrubs,TLC,1998,0,R&B,English,no scrubs - tlc,1
"Luckenbach, Texas",Waylon Jennings,1977,0,"Country,Duet",English,"luckenbach, texas - waylon jennings",1
Whiskey And You,Chris Stapleton,2015,0,"Country,Folk",English,whiskey and you - chris stapleton,1
El Paso,Marty Robbins,1959,0,Country,English,el paso - marty robbins,1
The Lion Sleeps Tonight,The Tokens,1960,0,Oldies,English,the lion sleeps tonight - the tokens,1
Happy Together,The Turtles,1967,0,"Folk,Rock,Pop",English,happy together - the turtles,1
I Love A Rainy Night,Eddie Rabbitt,1980,0,"Country,Rock",English,i love a rainy night - eddie rabbitt,1
24K Magic,Bruno Mars,2016,1,"Funk,80s,R&B,Pop,Disco",English,24k magic - bruno mars,1
Dear Future Husband,Meghan Trainor,2014,0,"R&B,Pop,Soul",English,dear future husband - meghan trainor,1
Kiss From a Rose,Seal,1994,0,Soft rock,English,kiss from a rose - seal,1
Crazy,Gnarls Barkley,2006,0,"R&B,Pop",English,crazy - gnarls barkley,1
Sloop John B,The Beach Boys,1968,0,"Folk,Pop,Soft rock",English,sloop john b - the beach boys,1
Cracklin' Rosie,Neil Diamond,1970,0,"Pop,Soft rock",English,cracklin' rosie - neil diamond,1
I Can See Clearly Now,Johnny Nash,1972,0,"Pop,Reggae",English,i can see clearly now - johnny nash,1
Come Fly With Me,Frank Sinatra,1958,0,Jazz,English,come fly with me - frank sinatra,1
Always,Bon Jovi,1994,0,Rock,English,always - bon jovi,1
People Are Strange,The Doors,1967,0,Rock,English,people are strange - the doors,1
You Make Me Feel So Young,Frank Sinatra,1966,0,"Oldies,Jazz",English,you make me feel so young - frank sinatra,1
End Of The Line,The Traveling Wilburys,1989,0,"Folk,Country",English,end of the line - the traveling wilburys,1
Daniel,Elton John,1973,0,"Pop,Soft rock",English,daniel - elton john,1
Plush,Stone Temple Pilots,1993,0,"Alternative,Rock",English,plush - stone temple pilots,1
Life On Mars?,David Bowie,1973,0,Rock,English,life on mars? - david bowie,1
Gimme Three Steps,Lynyrd Skynyrd,1973,0,Rock,English,gimme three steps - lynyrd skynyrd,1
You'll Never Find Another Love Like Mine,Lou Rawls,1975,0,Soul,English,you'll never find another love like mine - lou rawls,1
Good Golly Miss Molly,Little Richard,1958,0,Rock 'n Roll,English,good golly miss molly - little richard,1
Two Out Of Three Ain't Bad,Meat Loaf,1977,0,Soft rock,English,two out of three ain't bad - meat loaf,1
Closing Time,Semisonic,1998,0,"Pop,Rock",English,closing time - semisonic,1
Firework,Katy Perry,2010,0,"Pop,Dance",English,firework - katy perry,1
People Are Crazy,Billy Currington,2009,0,Country,English,people are crazy - billy currington,1
Dream On,Aerosmith,1973,0,"Rock,Love",English,dream on - aerosmith,1
Long Tall Sally,Little Richard,1957,0,Rock 'n Roll,English,long tall sally - little richard,1
Have You Ever Seen The Rain,John Fogerty,2013,0,"Country,Rock,Duet",English,have you ever seen the rain - john fogerty,1
Chattahoochee,Alan Jackson,1993,0,Country,English,chattahoochee - alan jackson,1
Does Your Mother Know,ABBA,1978,0,Disco,English,does your mother know - abba,1
Black Hole Sun,Soundgarden,1994,0,"Alternative,Rock",English,black hole sun - soundgarden,1
Hold On,Wilson Phillips,1990,0,"80s,Soft rock",English,hold on - wilson phillips,1
Good As Hell,Lizzo,2016,1,"R&B,Soul",English,good as hell - lizzo,1
Starman,David Bowie,1972,0,"Rock,Alternative",English,starman - david bowie,1
When The Saints Go Marching In,Traditional,1750,0,"Blues,Jazz,Traditionnal",English,when the saints go marching in - traditional,1
Put Your Records On,Corinne Bailey Rae,2006,0,"Soul,R&B,Pop",English,put your records on - corinne bailey rae,1
Smoke on the Water,Deep Purple,1973,0,"Hard/Metal,Rock",English,smoke on the water - deep purple,1
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,1979,0,"Disco,80s",English,gimme! gimme! gimme! (a man after midnight) - abba,1
Leavin' On Your Mind,Patsy Cline,1963,0,"Country,Love",English,leavin' on your mind - patsy cline,1
Follow Me,Uncle Kracker,2001,0,"Country,Rock",English,follow me - uncle kracker,1
I Hate Myself For Loving You,Joan Jett,1988,0,"Hard/Metal,Rock",English,i hate myself for loving you - joan jett,1
Is This Love,Bob Marley,1978,0,Reggae,English,is this love - bob marley,1
I'm The Only One,Melissa Etheridge,1993,0,"Blues,Rock",English,i'm the only one - melissa etheridge,1
Sundown,Gordon Lightfoot,1974,0,Country,English,sundown - gordon lightfoot,1
Escape (The Piña Colada Song),Rupert Holmes,1979,0,Pop,English,escape (the piña colada song) - rupert holmes,1
Roar,Katy Perry,2013,0,"Pop,Dance",English,roar - katy perry,1
Oh! Susannah,Traditional,1848,0,"Traditionnal,Blues,Jazz",English,oh! susannah - traditional,1
Can't Take My Eyes Off Of You,Engelbert Humperdinck,1968,0,"Pop,Love",English,can't take my eyes off of you - engelbert humperdinck,1
Humble And Kind,Tim McGraw,2016,0,Country,English,humble and kind - tim mcgraw,1
Help Me Make It Through the Night,Sammi Smith,1970,0,Country,English,help me make it through the night - sammi smith,1
Say You Won't Let Go,James Arthur,2016,0,Pop,English,say you won't let go - james arthur,1
The Weight,The Band,1968,0,Rock,English,the weight - the band,1
Downtown,Petula Clark,1964,0,Soul,English,downtown - petula clark,1
Mandy,Barry Manilow,1974,0,"Love,Soft rock",English,mandy - barry manilow,1
For What It's Worth,Buffalo Springfield,1967,0,"Rock,Oldies",English,for what it's worth - buffalo springfield,1
I'd Do Anything For Love (But I Won't Do That),Meat Loaf,1993,0,"Rock,Love,Hard/Metal",English,i'd do anything for love (but i won't do that) - meat loaf,1
San Francisco (Be Sure to Wear Flowers in Your Hair),Scott McKenzie,1967,0,"Pop,Rock",English,san francisco (be sure to wear flowers in your hair) - scott mckenzie,1
The End of the World,Skeeter Davis,1963,0,"Country,Pop",English,the end of the world - skeeter davis,1
Just A Gigolo / I Ain't Got Nobody,David Lee Roth,1985,0,"Oldies,Jazz",English,just a gigolo / i ain't got nobody - david lee roth,1
Bette Davis Eyes,Kim Carnes,1981,0,80s,English,bette davis eyes - kim carnes,1
Thunder,Imagine Dragons,2017,0,"Alternative,Rock,Electro",English,thunder - imagine dragons,1
What's Going On,Marvin Gaye,1971,0,Soul,English,what's going on - marvin gaye,1
Gold Dust Woman,Fleetwood Mac,1977,0,Rock,English,gold dust woman - fleetwood mac,1
Sledgehammer,Peter Gabriel,1986,0,"Soul,Soft rock,Pop",English,sledgehammer - peter gabriel,1
Can't You See,The Marshall Tucker Band,1973,0,Rock,English,can't you see - the marshall tucker band,1
La Grange,ZZ Top,1973,0,Rock,English,la grange - zz top,1
Sailing,Christopher Cross,1980,0,Soft rock,English,sailing - christopher cross,1
Another One Bites The Dust,Queen,1980,0,Rock,English,another one bites the dust - queen,1
Juice,Lizzo,2019,1,"Funk,Pop,Rap",English,juice - lizzo,1
Treasure,Bruno Mars,2012,0,"Funk,Pop,Soul",English,treasure - bruno mars,1
Time In A Bottle,Jim Croce,1972,0,Folk,English,time in a bottle - jim croce,1
Rescue,Lauren Daigle,2018,0,"Love,Christian,Pop",English,rescue - lauren daigle,1
Rock This Town,The Stray Cats,1981,0,Rock 'n Roll,English,rock this town - the stray cats,1
Crazy Train,Ozzy Osbourne,1980,0,Hard/Metal,English,crazy train - ozzy osbourne,1
Chiquitita,ABBA,1978,0,Disco,English,chiquitita - abba,1
Songbird,Eva Cassidy,1998,0,Soft rock,English,songbird - eva cassidy,1
The Logical Song,Supertramp,1979,0,"Pop,Rock",English,the logical song - supertramp,1
