Title,Artist,Year,Explicit,Styles,Languages,title_artist,synced
Been to Canaan,Carole King,1972,0,"Pop,Rock",English,been to canaan - carole king,0
El Poeta,Chino & Nacho,2011,0,Latin,Spanish,el poeta - chino & nacho,0
Hey There,Sammy Davis Jr.,1955,0,Jazz,English,hey there - sammy davis jr.,0
Born For This,Paramore,2008,0,Rock,English,born for this - paramore,0
Heast as nit,Hubert Von Goisern,1999,0,Folk,German,heast as nit - hubert von goisern,0
Non non non (Ecouter Barbara),Camélia Jordana,2010,0,French pop,French,non non non (ecouter barbara) - camélia jordana,0
Skylark,Bing Crosby,1942,0,"Jazz,Oldies,Pop",English,skylark - bing crosby,0
Jak anioła głos,Feel,2007,0,Pop,Polish,jak anioła głos - feel,0
Mr. Bojangles,Jerry Jeff Walker,1968,0,"Folk,Pop",English,mr. bojangles - jerry jeff walker,0
Terre d'oru,I Muvrini,1989,0,"Pop,Rock,Duet","English,Corsican",terre d'oru - i muvrini,0
"Toi, Tu",Umberto Tozzi,2003,0,"Love,Duet","French,Italian","toi, tu - umberto tozzi",0
Amarillo,J Balvin,2020,0,"Pop,Latin",Spanish,amarillo - j balvin,0
Spooky,The Puppini Sisters,2007,0,"Jazz,Oldies",English,spooky - the puppini sisters,0
Brown Eyed Handsome Man,Buddy Holly,1963,0,"Rock 'n Roll,Oldies",English,brown eyed handsome man - buddy holly,0
The Chain Of Love,Mike Denver,2008,0,Country,English,the chain of love - mike denver,0
Cops and Robbers,The Hoosiers,2008,0,"Rock,Alternative,Pop",English,cops and robbers - the hoosiers,0
A Song for You (Bublé! NBC Special),Michael Bublé,2019,0,"Pop,Jazz",English,a song for you (bublé! nbc special) - michael bublé,0
Losing My Religion,R.E.M.,1991,0,"Pop,Rock",English,losing my religion - r.e.m.,0
"My Woman, My Woman, My Wife",Dean Martin,1970,0,"Pop,Love",English,"my woman, my woman, my wife - dean martin",0
Drive My Car,The Beatles,1965,0,"Pop,Rock 'n Roll",English,drive my car - the beatles,0
La vie en rose (version lente),Edith Piaf,1931,0,French pop,French,la vie en rose (version lente) - edith piaf,0
Petit Papa Noël,Les 500 Choristes,2005,0,"Christmas,Gospel",French,petit papa noël - les 500 choristes,0
Wasting All These Tears,Cassadee Pope,2013,0,"Country,Pop",English,wasting all these tears - cassadee pope,0
Hot For Teacher,Richard Cheese,2002,0,"Jazz,Humour",English,hot for teacher - richard cheese,0
I Count The Tears,The Drifters,1960,0,Rock,English,i count the tears - the drifters,0
Stoney,Lobo,1973,0,Country,English,stoney - lobo,0
She's Everything,Brad Paisley,2006,0,Country,English,she's everything - brad paisley,0
Anna Molly,Incubus,2006,0,"Rock,Alternative",English,anna molly - incubus,0
Angry All the Time,Tim McGraw,2001,0,Country,English,angry all the time - tim mcgraw,0
Chain Of Fools,Clint Black,1994,0,"Duet,Country,Rock",English,chain of fools - clint black,0
Griechischer Wein,Udo Jürgens,1974,0,Schlager,German,griechischer wein - udo jürgens,0
Le cow boy d'Aubervilliers,Michel Mallory,1974,0,"French pop,Country",French,le cow boy d'aubervilliers - michel mallory,0
Beautiful Believer,Brett Young,2017,0,"Country,Love",English,beautiful believer - brett young,0
All Or Nothing,Cher,1999,0,"Pop,Electro",English,all or nothing - cher,0
Emergency,Paramore,2005,0,"Pop,Punk/Grunge,Rock",English,emergency - paramore,0
The Opera,Dizzy Man's Band,1975,0,"Rock,Schlager",English,the opera - dizzy man's band,0
I'll Never Fall in Love Again,Tom Jones,1967,0,"Pop,Oldies",English,i'll never fall in love again - tom jones,0
Later Bitches,The Prince Karma,2018,1,"Electro,Dance,Pop",English,later bitches - the prince karma,0
What's Going On,Seal,2011,0,"Pop,Soul",English,what's going on - seal,0
Because You Loved Me,Céline Dion,1996,0,Soft rock,English,because you loved me - céline dion,0
Sang pour sang,Johnny Hallyday,1999,0,French pop,French,sang pour sang - johnny hallyday,0
Nobody's Child,The Traveling Wilburys,1990,0,"Country,Folk",English,nobody's child - the traveling wilburys,0
The Trailer Song,Kacey Musgraves,2014,0,"Pop,Country,Folk",English,the trailer song - kacey musgraves,0
Only The Lonely,The Motels,1982,0,Pop,English,only the lonely - the motels,0
Vivre ou survivre,Daniel Balavoine,1982,0,French pop,French,vivre ou survivre - daniel balavoine,0
Crying,k.d. lang,1989,0,Soft rock,English,crying - k.d. lang,0
Me dediqué a perderte,Alejandro Fernández,2004,0,"Pop,Love,Latin",Spanish,me dediqué a perderte - alejandro fernández,0
Laura no está,Nek,1997,0,"Pop,Rock",Italian,laura no está - nek,0
El Burrito de Belén,Juanes,2006,0,"Christmas,Latin",Spanish,el burrito de belén - juanes,0
I Want That Man,Deborah Harry,1989,0,"Pop,Rock,80s",English,i want that man - deborah harry,0
Nicht artgerecht,Roger Cicero,2006,0,Pop,German,nicht artgerecht - roger cicero,0
To Be Loved,Michael Bublé,2013,0,"Soul,Pop,Oldies",English,to be loved - michael bublé,0
1-2-3,Ann Tayler,2003,0,Country,English,1-2-3 - ann tayler,0
Entrer dans la lumière,Patricia Kaas,1992,0,French pop,French,entrer dans la lumière - patricia kaas,0
For The Good Times,Elvis Presley,1977,0,Pop,English,for the good times - elvis presley,0
Remedy,Abandoned Pools,2002,0,"Alternative,Rock",English,remedy - abandoned pools,0
Love So Beautiful,Michael Bolton,1992,0,Soft rock,English,love so beautiful - michael bolton,0
That Girl's Been Spyin' on Me,Billy Dean,1996,0,"Country,Rock",English,that girl's been spyin' on me - billy dean,0
Laisse parler les gens,Dis l'heure 2 zouk,2003,0,"Zouk/Creole,Dance,French pop,Duet",French,laisse parler les gens - dis l'heure 2 zouk,0
The Girl Most Likely,Jeannie C. Riley,1969,0,"Country,Oldies",English,the girl most likely - jeannie c. riley,0
Vie violence,Claude Nougaro,1987,0,"French pop,Jazz,Latin",French,vie violence - claude nougaro,0
All I Really Want To Do,Cher,1965,0,"Pop,Rock",English,all i really want to do - cher,0
Crazy Town,Jason Aldean,2009,0,Country,English,crazy town - jason aldean,0
It's Nice to Go Trav'ling,Frank Sinatra,1958,0,Jazz,English,it's nice to go trav'ling - frank sinatra,0
Starting Today (With the Royal Philharmonic Orchestra),Elvis Presley,2016,0,"Love,Rock 'n Roll",English,starting today (with the royal philharmonic orchestra) - elvis presley,0
"You Don't Love Me (No, No, No)",Dawn Penn,1994,0,"Pop,Reggae",English,"you don't love me (no, no, no) - dawn penn",0
Aléjate,Josh Groban,2001,0,Pop,Spanish,aléjate - josh groban,0
I Need A Lover,John Mellencamp,1979,0,Rock,English,i need a lover - john mellencamp,0
Defender,Peter Andre,2010,0,"Pop,R&B",English,defender - peter andre,0
Unskinny Bop,Poison,1990,0,"Hard/Metal,Rock",English,unskinny bop - poison,0
Make Sweet Love To Me,The Whispers,1995,0,"Love,80s,Funk",English,make sweet love to me - the whispers,0
Décalé Gwada,Jessy Matador,2008,0,"Zouk/Creole,Dance,French pop",French,décalé gwada - jessy matador,0
Hear Me Now,Bad Wolves,2018,0,"Hard/Metal,Rock,Duet",English,hear me now - bad wolves,0
Santiano,Star Academy,2005,0,French pop,French,santiano - star academy,0
Cassy O',George Ezra,2014,0,"Folk,Pop",English,cassy o' - george ezra,0
Not Fade Away,The Rolling Stones,1964,0,Rock,English,not fade away - the rolling stones,0
Pourvu qu'elles soient douces,Mylène Farmer,1988,0,"French pop,80s",French,pourvu qu'elles soient douces - mylène farmer,0
Feel Like Going Home,Tom Jones,1996,0,"Blues,Soft rock",English,feel like going home - tom jones,0
True Love Ways,Cliff Richard,1983,0,"Pop,Love",English,true love ways - cliff richard,0
Give Me Just One Night (Una Noche),98 Degrees,2000,0,"Pop,Teen pop",English,give me just one night (una noche) - 98 degrees,0
My Kind of Girl,Dean Martin,1964,0,Jazz,English,my kind of girl - dean martin,0
Les gens qui doutent,Anne Sylvestre,1977,0,"Folk,French pop",French,les gens qui doutent - anne sylvestre,0
La quête,Jacques Brel,1968,0,French pop,French,la quête - jacques brel,0
Wake Me Up When September Ends,Green Day,2004,0,Rock,English,wake me up when september ends - green day,0
She's A Woman,The Beatles,1964,0,Rock 'n Roll,English,she's a woman - the beatles,0
Nacht Voll Schatten,Juliane Werding,1983,0,"Pop,Soft rock",German,nacht voll schatten - juliane werding,0
Le portrait,Calogero,2014,0,French pop,French,le portrait - calogero,0
Rendezvous,Craig David,2001,0,R&B,English,rendezvous - craig david,0
Une nuit sur son épaule,Marc Lavoine,1995,0,"French pop,Duet",French,une nuit sur son épaule - marc lavoine,0
Honeysuckle Rose,Eva Cassidy,1998,0,Jazz,English,honeysuckle rose - eva cassidy,0
Alleen,Brace,2016,0,Schlager,Dutch,alleen - brace,0
Pedida perfeita (tararatata),Flavel & Neto,2013,0,"Dance,Latin,French pop","French,Portuguese",pedida perfeita (tararatata) - flavel & neto,0
Blue Sky,The Allman Brothers Band,1972,0,"Country,Rock",English,blue sky - the allman brothers band,0
September,Chris Daughtry,2010,0,"Rock,Pop",English,september - chris daughtry,0
Forget You,Postmodern Jukebox,2017,0,Pop,English,forget you - postmodern jukebox,0
Junimond,Rio Reiser,1986,0,"Pop,Love",German,junimond - rio reiser,0
Der Himmel reisst auf,Stereoact,2016,0,"Schlager,Electro,Dance",German,der himmel reisst auf - stereoact,0
A Mess Of Blues,Elvis Presley,1968,0,"Blues,Rock 'n Roll,Oldies",English,a mess of blues - elvis presley,0
Daar gaat ze,Clouseau,1989,0,"Love,Pop",Dutch,daar gaat ze - clouseau,0
Temptation,Arash,2005,0,"Oriental,Dance,Pop,Duet","English,Other",temptation - arash,0
"C'est la vie, mon chéri",Eddy Mitchell,1974,0,"French pop,Rock 'n Roll",French,"c'est la vie, mon chéri - eddy mitchell",0
Don't Let the Sun Catch You Crying,Gerry & The Pacemakers,1964,0,"Pop,Rock 'n Roll",English,don't let the sun catch you crying - gerry & the pacemakers,0
Zullen we maar weer,Doble R,1982,0,"Latin,Zouk/Creole",Dutch,zullen we maar weer - doble r,0
"Dance, Dance, Dance",The Beach Boys,1964,0,"Pop,Rock",English,"dance, dance, dance - the beach boys",0
Sober,Tool,1993,1,"Hard/Metal,Alternative,Rock",English,sober - tool,0
You're Getting To Be A Habit With Me,Diana Krall,1999,0,"Jazz,Love",English,you're getting to be a habit with me - diana krall,0
Nur ein Tanz,Pietro Lombardi,2019,0,Pop,German,nur ein tanz - pietro lombardi,0
"Love Without End, Amen",George Strait,1990,0,Country,English,"love without end, amen - george strait",0
Breakeven (Acoustic),The Script,2009,0,"Pop,Soft rock",English,breakeven (acoustic) - the script,0
Meraviglioso,Domenico Modugno,1968,0,Pop,Italian,meraviglioso - domenico modugno,0
Entends ma voix,Frank Michael,1984,0,French pop,French,entends ma voix - frank michael,0
Je n'ai que mon âme,Natasha St-Pier,2001,0,French pop,French,je n'ai que mon âme - natasha st-pier,0
Almost (Sweet Music),Hozier,2019,0,"Pop,Folk",English,almost (sweet music) - hozier,0
Deck The Halls,Christmas Carol,1784,0,"Christmas,Traditionnal",English,deck the halls - christmas carol,0
All I Want For Christmas Is You,Matt Costa,2008,0,"Christmas,Folk",English,all i want for christmas is you - matt costa,0
Moi je suis tango (Libertango),Guy Marchand,1975,0,"French pop,Latin","French,Spanish",moi je suis tango (libertango) - guy marchand,0
Blue Christmas,Shakin' Stevens,1982,0,"Christmas,Rock 'n Roll",English,blue christmas - shakin' stevens,0
Celui qui reste,Sébastien El Chato,1996,0,"French pop,Love",French,celui qui reste - sébastien el chato,0
Gone Country,Alan Jackson,1994,0,Country,English,gone country - alan jackson,0
Non passerai,Marco Mengoni,2013,0,Pop,Italian,non passerai - marco mengoni,0
Back There All The Time,Drew Davis Band,2008,0,Country,English,back there all the time - drew davis band,0
Jingle Bells,Children's Chorus,1957,0,"Christmas,Kids",English,jingle bells - children's chorus,0
Wir leben den Moment,Christina Stürmer,2010,0,"Pop,Rock",German,wir leben den moment - christina stürmer,0
In meinem Leben,Nena,2009,0,"Pop,Rock",German,in meinem leben - nena,0
Ik krijg een heel apart gevoel van binnen,Corry Konings,1976,0,Schlager,Dutch,ik krijg een heel apart gevoel van binnen - corry konings,0
Anthem,Josh Groban,2015,0,"Musical,Classical",English,anthem - josh groban,0
Whole Again,Play,2003,0,"Teen pop,Pop",English,whole again - play,0
The Last Cowboy,Jamey Johnson,2008,0,Country,English,the last cowboy - jamey johnson,0
Save Me a Place (Hugel Remix),Mono Mind,2017,0,"Dance,Electro",English,save me a place (hugel remix) - mono mind,0
"Domino, Domino",André Claveau,1950,0,"French pop,Oldies",French,"domino, domino - andré claveau",0
Turn to Stone,Electric Light Orchestra,1977,0,"Rock,Pop",English,turn to stone - electric light orchestra,0
He Loves To Make Me Cry,Kristen Kelly,2012,0,Country,English,he loves to make me cry - kristen kelly,0
Was geht ab,Beatrice Egli,2018,0,"Schlager,Dance",German,was geht ab - beatrice egli,0
You Are My Sunshine / Open Up Your Heart,Anne Murray,1977,0,"Pop,Country,Love",English,you are my sunshine / open up your heart - anne murray,0
Gigi in Paradisco,Dalida,1980,0,"Disco,French pop,Pop",French,gigi in paradisco - dalida,0
When We Get Married,The Dreamlovers,1961,0,"Love,Oldies",English,when we get married - the dreamlovers,0
Vive les tamalous,Sébastien Perrin,2005,0,"French pop,Musette",French,vive les tamalous - sébastien perrin,0
Eteins La Lumière (Dracula Mix),"Dracula, L'amour plus fort que la mort",2011,0,"Musical,French pop",French,"eteins la lumière (dracula mix) - dracula, l'amour plus fort que la mort",0
Motivation,Kelly Rowland,2011,0,"R&B,Rap",English,motivation - kelly rowland,0
A l'envers,Rose,2006,0,French pop,French,a l'envers - rose,0
Ahead of Myself,X Ambassadors,2017,0,Pop,English,ahead of myself - x ambassadors,0
It Had to Be You,Rod Stewart,2002,0,"Jazz,Soft rock",English,it had to be you - rod stewart,0
Lay Down Beside Me,Don Williams,1979,0,Country,English,lay down beside me - don williams,0
Shine,Waylon Jennings,1982,0,Country,English,shine - waylon jennings,0
Princess Of China,Coldplay,2011,0,"Alternative,Rock",English,princess of china - coldplay,0
Nobody But Me,Blake Shelton,2004,0,"Soft rock,Country",English,nobody but me - blake shelton,0
Mother Like Mine,The Band Perry,2013,0,"Country,Pop",English,mother like mine - the band perry,0
She's Got Issues,The Offspring,1999,0,"Rock,Punk/Grunge,Pop,Alternative",English,she's got issues - the offspring,0
Il est temps qu'on m'aime,Amir,2016,0,"80s,French pop,Electro",French,il est temps qu'on m'aime - amir,0
Pour It Up,Rihanna,2013,0,"R&B,Electro",English,pour it up - rihanna,0
On verra demain,Dany Brillant,2009,0,"Latin,French pop",French,on verra demain - dany brillant,0
Straighten Up and Fly Right,Linda Ronstadt,1986,0,Jazz,English,straighten up and fly right - linda ronstadt,0
Let Me Think About It,Fedde le Grand,2007,0,"Dance,Electro",English,let me think about it - fedde le grand,0
Hidden Away,Josh Groban,2010,0,Soft rock,English,hidden away - josh groban,0
Only Girl (In The World),Boyce Avenue,2010,0,"Pop,Folk",English,only girl (in the world) - boyce avenue,0
Why Don't You Believe Me,The Duprees,1963,0,"Pop,Love",English,why don't you believe me - the duprees,0
Sexy Lady,Collectif Métissé,2011,0,"Dance,French pop",French,sexy lady - collectif métissé,0
Gave It All Away,Boyzone,2010,0,"Teen pop,Pop",English,gave it all away - boyzone,0
MacArthur Park,Richard Harris,1968,0,"Pop,Love",English,macarthur park - richard harris,0
More Than Love,Los Lonely Boys,2004,0,Soft rock,English,more than love - los lonely boys,0
One Last Time (Attends-moi),Ariana Grande,2014,0,"Pop,Dance,Electro,Love,Duet","French,English",one last time (attends-moi) - ariana grande,0
Save as Draft,Katy Perry,2017,0,"Pop,Electro",English,save as draft - katy perry,0
Staying Power,Barry White,1999,0,Soul,English,staying power - barry white,0
God is a Dancer,Tiësto,2019,0,"Dance,Pop,Electro",English,god is a dancer - tiësto,0
A World Without Love,Peter And Gordon,1964,0,Rock,English,a world without love - peter and gordon,0
In This Life,Collin Raye,1992,0,Country,English,in this life - collin raye,0
The Anniversary Song,Dinah Shore,1950,0,"Oldies,Pop",English,the anniversary song - dinah shore,0
Talk to Me,Stevie Nicks,1985,0,"Pop,Rock",English,talk to me - stevie nicks,0
I Will Dance (When I Walk Away),Katzenjammer,2011,0,"Pop,Alternative,Country",English,i will dance (when i walk away) - katzenjammer,0
Ooh Ooh Baby,Britney Spears,2007,0,"Pop,Electro",English,ooh ooh baby - britney spears,0
Dosed,Red Hot Chili Peppers,2003,0,Rock,English,dosed - red hot chili peppers,0
If I Was You (OMG),Far East Movement,2011,0,"Dance,Pop",English,if i was you (omg) - far east movement,0
Everybody Hurts,Karen Souza,2014,0,"Jazz,Pop",English,everybody hurts - karen souza,0
Cu' mme,Mia Martini,1992,0,"Pop,Duet,World/Folk",Italian,cu' mme - mia martini,0
Tous les cris les S.O.S,Balavoine(s),2015,0,French pop,French,tous les cris les s.o.s - balavoine(s),0
Make Me Wanna,Thomas Rhett,2013,0,"Pop,Country",English,make me wanna - thomas rhett,0
Love Is a Wild Thing,Kacey Musgraves,2018,0,"Country,Pop",English,love is a wild thing - kacey musgraves,0
Speed King,Deep Purple,1970,0,"Rock,Hard/Metal",English,speed king - deep purple,0
Sing Sing Song,Claude Nougaro,1966,0,"Jazz,French pop",French,sing sing song - claude nougaro,0
Hair,Lady Gaga,2011,0,"Pop,Electro,Dance",English,hair - lady gaga,0
Le chant de Mallory,Rachel,1964,0,"Oldies,Pop,French pop",French,le chant de mallory - rachel,0
Resentment,Beyoncé,2006,0,"Soul,R&B",English,resentment - beyoncé,0
Breathe,Blu Cantrell,2003,0,"R&B,Rap,Pop,Duet",English,breathe - blu cantrell,0
(You're My) Soul And Inspiration,The Righteous Brothers,1966,0,"Oldies,Soul,Rock",English,(you're my) soul and inspiration - the righteous brothers,0
Where Do We Go,Sandrine,2007,0,Pop,English,where do we go - sandrine,0
Indietro,Tiziano Ferro,2008,0,"Pop,R&B",Italian,indietro - tiziano ferro,0
La croisade des enfants,Jacques Higelin,1985,0,French pop,French,la croisade des enfants - jacques higelin,0
